0	0	0	0	1	2	3	4	1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.26118	2.05561	2.05561	2.05561	0	0	0	0	0	0	0	0	0	0	0	0	
4.52235	4.11123	4.11123	4.11123	0	0	0	0	0	0	0	0	0	0	0	0	
6.78353	6.16684	6.16684	6.16684	0	0	0	0	0	0	0	0	0	0	0	0	
9.04471	8.22246	8.22246	8.22246	0	0	0	0	0	0	0	0	0	0	0	0	
11.3059	10.2781	10.2781	10.2781	0	0	0	0	0	0	0	0	0	0	0	0	
11.3059	11.3059	11.3059	11.3059	0	0	0	0	0	0	0	0	0	0	0	0	
11.3059	11.3059	11.3059	11.3059	0	0	0	0	0	0	0	0	0	0	0	0	
11.3059	11.3059	11.3059	11.3059	0	0	0	0	0	0	0	0	0	0	0	0	
11.3059	11.3059	11.3059	11.3059	0	0	0	0	0	0	0	0	0	0	0	0	
0	11.3059	11.3059	11.3059	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	2	3	4	0	1	1	1	0	1	1	1	
0	0	0	0	1	2	3	4	1	1	1	1	1	1	1	1	
0	0	0	0	0	2	3	4	0	0	0	0	0	1	1	1	
