159.748	113.922
119.748	117.922
71.748	18.922
173.817	71.1531
-1	-1
188.757	80.8757
239.945	15.8629
251.04	0.149169
120.245	103.305
272.81	76.7281
135.461	25.2724
36.5695	14.1726
205.153	171.795
29.6618	4.08448
180.279	87.9197
149.191	130.27
71.2467	26.5786
88.8024	31.9487
1.79555	155.051
275.896	169.972
259.723	37.789
20.2337	140.441
112.508	114.677
163.87	142.108
103.152	29.6578
139.044	95.6774
217.341	93.8146
273.968	101.964
206.002	186.423
134.035	134.908
258.186	12.2323
105.655	189.663
127.852	128.626
283.867	150.297
139.545	93.884
134.099	126.113
83.7439	135.511
231.933	57.8413
185.034	74.8688
74.4288	145.692
275.01	34.1523
199.675	45.7314
25.9277	118.783
210.046	62.8677
277.015	83.3067
95.0312	169.431
282.36	29.3779
263.826	53.6656
82.2375	33.1948
231.975	119.463
150.45	180.228
31.3176	3.29264
45.6444	19.6919
227.664	81.556
113.12	84.4063
-1	-1
3.47988	4.21778
