0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.754561	0	0	0.754561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.74547	1.50912	0.74547	0.74547	1.50912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.49094	2.26368	1.49094	1.49094	2.26368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.23641	3.01825	2.23641	2.23641	3.01825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.98188	3.77281	2.98188	2.98188	3.77281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.72735	4.52737	3.72735	3.72735	4.52737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.47282	5.28193	4.47282	4.47282	5.28193	1	0	0	4	0	1	0	0	1	0	1	0	0	1	0	
0.606608	6.03649	5.21829	0.606608	6.03649	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	
1.21322	6.79105	5.96376	1.21322	6.79105	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	
1.81982	7.54561	6.70923	1.81982	7.54561	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	
2.42643	8.30017	7.4547	2.42643	8.30017	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	
3.03304	9.05474	8.20017	3.03304	9.05474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
